Ingredient,Calories,Protein,Fat,Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Carbohydrates,Fiber,Sugars,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Manganese,Selenium,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Thiamin,Riboflavin,Niacin,Vitamin B6,Folate,Vitamin B12,Pantothenic Acid,Choline,Omega-3 Fatty Acids,Omega-6 Fatty Acids,Cholesterol,Menu Type,Day,Meal
100 g feta,264.0,14.21,21.28,14.946,4.623,0.591,4.09,0.0,4.09,493.0,0.65,19,337,62,917.0,2.88,0.032,0.028,15,422.0,0,16,0.18,1.8,0.154,0.844,0.991,0.424,32,1.69,0.967,15.4,N/A,N/A,89.0,Vegetarian,Day 5,Supper - Quinoa Salad
1 tomato,22.14,1.08,0.25,0.0344,0.0381,0.1021,4.78,1.48,3.23,12.3,0.3321,13.53,29.52,291.51,6.15,0.2091,0.0726,0.1402,0,1024.59,16.851,0,0.6642,9.717,0.0455,0.0234,0.7306,0.0984,18.45,0,0.1095,8.241,N/A,N/A,0.0,Vegetarian,Day 5,Supper - Quinoa Salad
2 tbsp olive oil,238.68,0.0,27.0,3.7282,19.6995,2.8412,0.0,0.0,0.0,0.27,0.1512,0,0,0.27,0.54,0,0,0,0,0.0,0,0,3.8745,16.254,0,0,0,0,0,0,0,0.081,N/A,N/A,0.0,Vegetarian,Day 5,Supper - Quinoa Salad
juice of 1 lemon,10.56,0.17,0.12,0.0192,0.0029,0.0101,3.31,0.14,1.21,2.88,0.0384,2.88,3.84,49.44,0.48,0.024,0.0077,0.0058,0.048,2.88,18.576,0,0.072,0,0.0115,0.0072,0.0437,0.0221,9.6,0,0.0629,2.448,0.0043,0,0.0,Vegetarian,Day 5,Supper - Quinoa Salad
1 clove garlic,4.47,0.19,0.02,0.0027,0.0003,0.0075,0.99,0.06,0.03,5.43,0.051,0.75,4.59,12.03,0.51,0.0348,0.009,0.0502,0.426,0.27,0.936,0,0.0024,0.051,0.006,0.0033,0.021,0.0371,0.09,0,0.0179,0.696,N/A,N/A,0.0,Vegetarian,Day 5,Supper - Quinoa Salad
1/2 tsp cumin,3.94,0.19,0.23,0.0161,0.1474,0.0344,0.46,0.11,0.02,9.7755,0.6968,3.843,5.2395,18.774,1.76,0.0504,0.0091,0.035,0.0546,13.335,0.0809,0,0.035,0.0567,0.0066,0.0034,0.0481,0.0046,0.105,0,N/A,0.2594,N/A,N/A,0.0,Vegetarian,Day 5,Supper - Quinoa Salad
a pinch of salt,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0819,0.0011,0.0034,0,0.0273,132.18,0.0003,0.0001,0.0003,0.0003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0.0,Vegetarian,Day 5,Supper - Quinoa Salad
a pinch of ground chili,0.37,0.02,0.02,0.0071,0.0077,0.0016,0.02,0.0,0.0,0.0938,0.0063,0.0625,0.2406,0.5781,1.28,0.0035,0.0006,0.0009,0.0203,0.8469,0.0056,0.0094,0.0018,0.0069,0.0001,0.0004,0.0039,0.0004,0.025,0.0032,0.0005,0.1319,N/A,N/A,0.07,Vegetarian,Day 5,Supper - Quinoa Salad
2 tbsp flax,92.38,3.16,7.29,0.6337,1.3022,4.9703,5.0,4.72,0.27,44.115,0.9913,67.816,111.066,140.649,5.19,0.7508,0.2111,0.4294,4.3942,0.0,0.1038,0,0.0536,0.7439,0.2844,0.0279,0.5328,0.0818,15.051,0,0.1704,13.6151,N/A,N/A,0.0,Vegetarian,Day 6,Breakfast - Three-Minute Flax Porridge
pinch salt,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0819,0.0011,0.0034,0,0.0273,132.18,0.0003,0.0001,0.0003,0.0003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0.0,Vegetarian,Day 6,Breakfast - Three-Minute Flax Porridge
350 ml soy milk,147.4,10.35,5.93,0.7406,N/A,N/A,11.83,1.44,8.88,442.2084,1.5819,57.5231,N/A,442.2084,176.16,0.8988,N/A,N/A,8.2689,740.6093,0,176.1643,N/A,N/A,N/A,0.755,N/A,N/A,35.9519,4.4221,N/A,N/A,N/A,N/A,0.0,Vegetarian,Day 6,Breakfast - Three-Minute Flax Porridge
2 tbsp coconut flakes,48.45,0.33,2.97,2.8046,0.1463,0.0236,5.51,1.05,3.9,1.1688,0.1604,5.4188,10.625,38.3563,30.28,0.0754,0.0313,0.1019,1.7106,0.0,0,0,0,0,0.0016,0.0016,0.0741,0.0032,0.3188,0,0.0149,2.0506,0,0,0.0,Vegetarian,Day 6,Breakfast - Three-Minute Flax Porridge
2 kiwi,84.18,1.57,0.72,0.04,0.0649,0.3961,20.23,4.14,12.41,46.92,0.4278,23.46,46.92,430.56,4.14,0.1932,0.1794,0.1352,0.276,120.06,127.926,0,2.0148,55.614,0.0373,0.0345,0.4706,0.0869,34.5,0,0.2525,10.764,N/A,N/A,0.0,Vegetarian,Day 6,Breakfast - Three-Minute Flax Porridge
10 g 80% dark chocolate,59.8,0.78,4.26,2.4489,1.2781,0.1257,4.59,1.09,2.4,7.3,1.19,22.8,30.8,71.5,2.0,0.331,0.1766,0.1948,0.68,3.9,N/A,N/A,0.059,0.73,0.0034,0.0078,0.1054,0.0038,N/A,0.028,0.0418,N/A,0.0034,0,0.3,Vegetarian,Day 6,Breakfast - Three-Minute Flax Porridge
10 g raw cashew,55.3,1.82,4.39,0.7783,2.3797,0.7845,3.02,0.33,0.59,3.7,0.668,29.2,59.3,66,1.2,0.578,0.2195,0.1655,1.99,0.0,0.05,0,0.09,3.41,0.0423,0.0058,0.1062,0.0417,2.5,0,0.0864,N/A,N/A,N/A,0.0,Vegetarian,Day 6,Snack
400 g fresh blueberries,228.0,2.96,1.32,0.112,0.188,0.584,57.96,9.6,39.84,24.0,1.12,24,48,308,4.0,0.64,0.228,1.344,0.4,216.0,38.8,0,2.28,77.2,0.148,0.164,1.672,0.208,24,0,0.496,24,N/A,N/A,0.0,Vegetarian,Day 6,Snack
1 cup red lentils,225.72,17.86,0.75,0.1049,0.1267,0.3465,38.69,15.64,3.56,37.62,6.5934,71.28,356.4,730.62,471.24,2.5146,0.497,0.9781,5.544,15.84,2.97,0,0.2178,3.366,0.3346,0.1445,2.0988,0.3524,358.38,0,1.2632,64.746,N/A,N/A,0.0,Vegetarian,Day 6,"Lunch - Spicy Soup with Red Lentils, Roots and Capers"
2 large red onions,112.64,3.48,0.49,0.0794,0.0691,0.1869,25.98,3.58,12.11,56.32,0.6144,28.16,89.6,424.96,7.68,0.5376,0.1715,0.3917,1.536,5.12,13.312,0,0.0512,1.28,0.1075,0.0589,0.4224,0.3302,38.4,0,0.2893,17.408,N/A,N/A,0.0,Vegetarian,Day 6,"Lunch - Spicy Soup with Red Lentils, Roots and Capers"
2 cloves garlic,8.94,0.38,0.03,0.0053,0.0007,0.0149,1.98,0.13,0.06,10.86,0.102,1.5,9.18,24.06,1.02,0.0696,0.0179,0.1003,0.852,0.54,1.872,0,0.0048,0.102,0.012,0.0066,0.042,0.0741,0.18,0,0.0358,1.392,N/A,N/A,0.0,Vegetarian,Day 6,"Lunch - Spicy Soup with Red Lentils, Roots and Capers"
1 tbsp ghee (or olive oil for vegan option),112.13,0.04,12.73,7.9263,3.6777,0.4728,0.0,0.0,0.0,0.512,0.0,0,0.384,0.64,0.26,0.0013,0.0001,0,0,392.832,0,0,0.3584,1.1008,0.0001,0.0006,0.0004,0.0001,0,0.0013,0.0013,2.8544,N/A,N/A,32.77,Vegetarian,Day 6,"Lunch - Spicy Soup with Red Lentils, Roots and Capers"
5 ml olive oil,40.35,0.0,4.56,0.6303,3.3305,0.4804,0.0,0.0,0.0,0.0457,0.0256,0,0,0.0457,0.09,0,0,0,0,0.0,0,0,0.6551,2.748,0,0,0,0,0,0,0,0.0137,N/A,N/A,0.0,Vegetarian,Day 6,"Lunch - Spicy Soup with Red Lentils, Roots and Capers"
1 medium celery root,41.85,1.49,0.29,N/A,N/A,N/A,9.15,1.86,,40.3,0.6665,18.6,102.3,268.15,94.55,0.31,0.0667,0.1488,0.62,0.0,5.58,0,N/A,N/A,0.0419,0.0574,0.6619,0.1566,4.65,0,0.3147,N/A,N/A,N/A,0.0,Vegetarian,Day 6,"Lunch - Spicy Soup with Red Lentils, Roots and Capers"
2 carrots,32.2,0.7,0.17,0.0276,0.0055,0.0819,7.56,2.76,3.17,27.6,0.3128,9.2,27.6,216.2,53.36,0.184,0.0156,0.1426,0.644,15670.36,3.312,0,0.9476,12.604,0.0607,0.0405,0.5934,0.1408,12.88,0,0.2134,8.096,N/A,N/A,0.0,Vegetarian,Day 6,"Lunch - Spicy Soup with Red Lentils, Roots and Capers"
400 ml tomato sauce,99.4,4.97,1.24,0.1698,0.1864,0.5012,21.99,6.21,14.74,57.9854,3.9761,62.1272,111.829,1230.1187,1963.22,0.9112,0.4763,0.468,2.4851,1801.689,28.9927,0,5.9642,11.5971,0.0994,0.2692,4.1045,0.4059,37.2763,0,1.2798,41.004,N/A,N/A,0.0,Vegetarian,Day 6,"Lunch - Spicy Soup with Red Lentils, Roots and Capers"
1 tbsp capers,1.98,0.2,0.07,0.02,0.0054,0.0261,0.42,0.28,0.04,3.44,0.1436,2.838,0.86,3.44,201.93,0.0275,0.0322,0.0067,0.1032,11.868,0.3698,0,0.0757,2.1156,0.0016,0.012,0.0561,0.002,1.978,0,0.0023,0.559,N/A,N/A,0.0,Vegetarian,Day 6,"Lunch - Spicy Soup with Red Lentils, Roots and Capers"
zest of 1 small lemon,24.36,0.92,0.25,0.0328,0.0092,0.0748,7.83,2.35,2.1,21.84,0.504,6.72,13.44,115.92,1.68,0.0504,0.0311,0.0252,0.336,18.48,44.52,0,0.126,0,0.0336,0.0168,0.084,0.0672,9.24,0,0.1596,4.284,N/A,N/A,0.0,Vegetarian,Day 6,"Lunch - Spicy Soup with Red Lentils, Roots and Capers"
1/2 tsp cumin,3.94,0.19,0.23,0.0161,0.1474,0.0344,0.46,0.11,0.02,9.7755,0.6968,3.843,5.2395,18.774,1.76,0.0504,0.0091,0.035,0.0546,13.335,0.0809,0,0.035,0.0567,0.0066,0.0034,0.0481,0.0046,0.105,0,N/A,0.2594,N/A,N/A,0.0,Vegetarian,Day 6,"Lunch - Spicy Soup with Red Lentils, Roots and Capers"
1/2 tbsp dried paprika,9.59,0.48,0.44,0.0728,0.0576,0.264,1.84,1.19,0.35,7.786,0.7188,6.052,10.676,77.52,2.31,0.1472,0.0242,0.0541,0.2142,1674.636,0.0306,0,0.9894,2.7302,0.0112,0.0418,0.342,0.0728,1.666,0,0.0853,1.751,0.0154,N/A,0.0,Vegetarian,Day 6,"Lunch - Spicy Soup with Red Lentils, Roots and Capers"
1 g salt,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.24,0.0033,0.01,0,0.08,387.58,0.001,0.0003,0.001,0.001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0.0,Vegetarian,Day 6,"Lunch - Spicy Soup with Red Lentils, Roots and Capers"
3 large eggplants,716.1,16.98,4.71,0.9002,0.4092,1.9028,178.62,51.15,65.47,122.76,5.115,225.06,306.9,2516.58,20.46,2.4552,1.2071,2.312,2.046,757.02,26.598,0,8.3886,59.334,1.555,0.4092,12.276,1.7596,286.44,0,1.5345,192.324,N/A,N/A,0.0,Vegetarian,Day 6,"Supper - Vegetable Caviar of Eggplant, Peppers and Tomatoes"
1.5 red sweet peppers,47.88,1.57,0.34,0.0496,0.0222,0.1813,11.46,2.05,7.51,15.39,0.7866,17.1,30.78,283.86,3.42,0.2052,0.1112,0.1967,0.513,5029.11,292.41,0,2.8215,8.721,0.1009,0.0513,0.8157,0.3984,27.36,0,0.1351,9.918,N/A,N/A,0.0,Vegetarian,Day 6,"Supper - Vegetable Caviar of Eggplant, Peppers and Tomatoes"
2 tomatoes,44.28,2.16,0.49,0.0689,0.0763,0.2042,9.57,2.95,6.47,24.6,0.6642,27.06,59.04,583.02,12.3,0.4182,0.1451,0.2804,0,2049.18,33.702,0,1.3284,19.434,0.091,0.0467,1.4612,0.1968,36.9,0,0.2189,16.482,N/A,N/A,0.0,Vegetarian,Day 6,"Supper - Vegetable Caviar of Eggplant, Peppers and Tomatoes"
1 fresh chili pepper,18.0,0.84,0.2,0.0189,0.0108,0.1076,3.96,0.68,2.38,6.3,0.4635,10.35,19.35,144.9,4.05,0.117,0.0581,0.0842,0.225,428.4,64.665,0,0.3105,6.3,0.0324,0.0387,0.5598,0.2277,10.35,0,0.0905,4.905,N/A,N/A,0.0,Vegetarian,Day 6,"Supper - Vegetable Caviar of Eggplant, Peppers and Tomatoes"
15 ml olive oil,121.06,0.0,13.69,1.8909,9.9916,1.4411,0.0,0.0,0.0,0.137,0.0767,0,0,0.137,0.27,0,0,0,0,0.0,0,0,1.9652,8.2441,0,0,0,0,0,0,0,0.0411,N/A,N/A,0.0,Vegetarian,Day 6,"Supper - Vegetable Caviar of Eggplant, Peppers and Tomatoes"
15 ml balsamic vinegar,14.23,0.08,0.0,0,N/A,N/A,2.75,,2.42,4.3674,0.1165,1.9411,3.0734,18.1166,3.72,0.0129,0.0042,0.0212,N/A,0.0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Vegetarian,Day 6,"Supper - Vegetable Caviar of Eggplant, Peppers and Tomatoes"
2 slices whole wheat bread,161.28,7.97,2.24,0.4621,0.3968,1.0189,27.33,3.84,2.78,103.04,1.5808,48,135.68,162.56,291.2,1.1328,0.1453,1.3914,16.448,1.92,0,0,1.7024,4.992,0.2522,0.1069,2.8403,0.1376,26.88,0,0.4134,17.408,0.0877,0.0006,0.0,Vegetarian,Day 6,"Supper - Vegetable Caviar of Eggplant, Peppers and Tomatoes"
100 ml light coconut milk,64.3,0.66,6.96,6.1738,0.296,0.0761,0.92,0.0,0.0,7.8668,1.0771,15.6782,31.3342,71.8075,6.9,0.1894,0.0794,0.2507,0,0.0,0.3264,0,0,0,0.0072,0,0.2079,0.0091,4.5696,0,0.0499,2.7744,N/A,N/A,0.0,Vegetarian,Day 7,Breakfast - Green Spinach Pancakes
150 ml soy milk,63.17,4.44,2.54,0.3174,N/A,N/A,5.07,0.62,3.81,189.5179,0.678,24.6527,N/A,189.5179,75.5,0.3852,N/A,N/A,3.5438,317.404,0,75.499,N/A,N/A,N/A,0.3236,N/A,N/A,15.408,1.8952,N/A,N/A,N/A,N/A,0.0,Vegetarian,Day 7,Breakfast - Green Spinach Pancakes
2 eggs,143.0,12.56,9.51,3.126,3.658,1.911,0.72,0.0,0.37,56.0,1.75,12,198,138,142.0,1.29,0.072,0.028,30.7,540.0,0,82,1.05,0.3,0.04,0.457,0.075,0.17,47,0.89,1.533,293.8,0.036,0.001,372.0,Vegetarian,Day 7,Breakfast - Green Spinach Pancakes
100 g whole wheat flour,340.0,13.21,2.5,0.43,0.283,1.167,71.97,10.7,0.41,34.0,3.6,137,357,363,2.0,2.6,0.41,4.067,61.8,9.0,0,0,0.71,1.9,0.502,0.165,4.957,0.407,44,0,0.603,31.2,N/A,N/A,0.0,Vegetarian,Day 7,Breakfast - Green Spinach Pancakes
50 g spinach,11.5,1.49,0.13,0.0215,0.003,0.0545,1.88,1.2,0.22,68.0,1.785,43.5,28,233,35.0,0.38,0.087,0.4675,0.75,5240.5,4.9,0,1.04,246.8,0.0475,0.118,0.245,0.121,73,0,0.0725,9.85,N/A,N/A,0.0,Vegetarian,Day 7,Breakfast - Green Spinach Pancakes
pinch salt,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0819,0.0011,0.0034,0,0.0273,132.18,0.0003,0.0001,0.0003,0.0003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0.0,Vegetarian,Day 7,Breakfast - Green Spinach Pancakes
1 tbsp olive oil,119.34,0.0,13.5,1.8641,9.8497,1.4206,0.0,0.0,0.0,0.135,0.0756,0,0,0.135,0.27,0,0,0,0,0.0,0,0,1.9373,8.127,0,0,0,0,0,0,0,0.0405,N/A,N/A,0.0,Vegetarian,Day 7,Breakfast - Green Spinach Pancakes
100 g salmon,206.0,22.1,12.35,2.397,4.181,4.553,0.0,0.0,0.0,15.0,0.34,30,252,384,61.0,0.43,0.049,0.016,41.4,230.0,3.7,526,1.14,0.1,0.34,0.135,8.045,0.647,34,2.8,1.475,90.5,N/A,N/A,63.0,Vegetarian,Day 7,Breakfast - Green Spinach Pancakes
10 g raw almonds,57.9,2.12,4.99,0.3802,3.1551,1.2329,2.15,1.25,0.44,26.9,0.371,27,48.1,73.3,0.1,0.312,0.1031,0.2179,0.41,0.2,0,0,2.563,0,0.0205,0.1138,0.3618,0.0137,4.4,0,0.0471,5.21,0.0003,N/A,0.0,Vegetarian,Day 7,Snack
10 g raw cashew,55.3,1.82,4.39,0.7783,2.3797,0.7845,3.02,0.33,0.59,3.7,0.668,29.2,59.3,66,1.2,0.578,0.2195,0.1655,1.99,0.0,0.05,0,0.09,3.41,0.0423,0.0058,0.1062,0.0417,2.5,0,0.0864,N/A,N/A,N/A,0.0,Vegetarian,Day 7,Snack
400 g fresh blackberries,172.0,5.56,1.96,0.056,0.188,1.12,38.44,21.2,19.52,116.0,2.48,80,88,648,4.0,2.12,0.66,2.584,1.6,856.0,84,0,4.68,79.2,0.08,0.104,2.584,0.12,100,0,1.104,34,N/A,N/A,0.0,Vegetarian,Day 7,Snack
0.5 cup dry corn grits,312.8,5.71,1.27,0.2465,0.2635,0.612,67.92,3.32,0.47,3.4,2.465,23.8,64.6,100.3,1.7,0.51,0.0255,0.1122,14.45,105.4,0,0,0.136,0,0.5738,0.2754,3.6168,0.1114,126.65,0,0.1964,12.24,N/A,N/A,0.0,Vegetarian,Day 7,Lunch - Polenta with Mushroom Gravy
0.5 g sea salt,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.12,0.0017,0.005,0,0.04,193.79,0.0005,0.0002,0.0005,0.0005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,0.0,Vegetarian,Day 7,Lunch - Polenta with Mushroom Gravy
20 g butter,143.4,0.17,16.22,10.2736,4.2042,0.6086,0.01,0.0,0.01,4.8,0.004,0.4,4.8,4.8,128.6,0.018,0,0,0.2,499.8,0,0,0.464,1.4,0.001,0.0068,0.0084,0.0006,0.6,0.034,0.022,3.76,0.063,N/A,43.0,Vegetarian,Day 7,Lunch - Polenta with Mushroom Gravy
200 g raw mushrooms,44.0,6.18,0.68,0.1,0,0.32,6.52,2.0,3.96,6.0,1.0,18,172,636,10.0,1.04,0.636,0.094,18.6,0.0,4.2,14,0.02,0,0.162,0.804,7.214,0.208,34,0.08,2.994,34.6,N/A,N/A,0.0,Vegetarian,Day 7,Lunch - Polenta with Mushroom Gravy
10 ml olive oil,80.71,0.0,9.13,1.2606,6.6611,0.9607,0.0,0.0,0.0,0.0913,0.0511,0,0,0.0913,0.18,0,0,0,0,0.0,0,0,1.3101,5.496,0,0,0,0,0,0,0,0.0274,N/A,N/A,0.0,Vegetarian,Day 7,Lunch - Polenta with Mushroom Gravy
1 g pepper,2.51,0.1,0.03,0.0139,0.0074,0.01,0.64,0.25,0.01,4.43,0.0971,1.71,1.58,13.29,0.2,0.0119,0.0133,0.1275,0.049,5.47,0,0,0.0104,1.637,0.0011,0.0018,0.0114,0.0029,0.17,0,0.014,0.113,0.0015,N/A,0.0,Vegetarian,Day 7,Lunch - Polenta with Mushroom Gravy
350 g silk tofu,290.5,34.93,18.41,3.2165,4.613,9.2995,4.13,3.5,2.49,987.0,7.14,122.5,388.5,455.0,14.0,3.745,0.7,2.331,45.5,0.0,0.0,0.0,0.035,9.8,0.168,0.168,0.8435,0.2905,31.5,0.0,2.954,115.5,N/A,N/A,0,Vegetarian,Day 7,Supper - Pickled Tofu
2 tbsp sesame oil,240.01,0.0,27.15,3.8553,10.7786,11.3216,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,N/A,0.0,0.0,0.0,0.0,0.3801,3.6924,0,0.0,0,0,0.0,0.0,0,0.0543,N/A,N/A,0,Vegetarian,Day 7,Supper - Pickled Tofu
2.5 tbsp tamari sauce,27.0,4.73,0.05,0.005,0.0077,0.0198,2.51,0.36,0.77,9.0,1.071,18.0,58.5,95.4,2513.7,0.1935,0.0608,0.2246,0.36,0.0,0.0,0.0,0,0,0.0266,0.0684,1.778,0.09,8.1,0.0,0.1692,17.28,N/A,N/A,0,Vegetarian,Day 7,Supper - Pickled Tofu
1 tbsp rice vinegar,2.68,0.0,0.0,0.0,0,0,0.01,0.0,0.01,0.894,0.0045,0.149,0.596,0.298,0.3,0.0015,0.0009,0.0082,0.0745,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,N/A,N/A,0,Vegetarian,Day 7,Supper - Pickled Tofu
1 clove garlic,4.47,0.19,0.02,0.0027,0.0003,0.0075,0.99,0.06,0.03,5.43,0.051,0.75,4.59,12.03,0.51,0.0348,0.009,0.0502,0.426,0.27,0.936,0.0,0.0024,0.051,0.006,0.0033,0.021,0.0371,0.09,0.0,0.0179,0.696,N/A,N/A,0,Vegetarian,Day 7,Supper - Pickled Tofu
1/2 red chili,9.0,0.42,0.1,0.0095,0.0054,0.0538,1.98,0.34,1.19,3.15,0.2318,5.175,9.675,72.45,2.03,0.0585,0.029,0.0421,0.1125,214.2,32.3325,0.0,0.1553,3.15,0.0162,0.0194,0.2799,0.1139,5.175,0.0,0.0452,2.4525,N/A,N/A,0,Vegetarian,Day 7,Supper - Pickled Tofu
5-6 cm fresh ginger root,8.0,0.18,0.08,0.0203,0.0154,0.0154,1.78,0.2,0.17,1.6,0.06,4.3,3.4,41.5,1.3,0.034,0.0226,0.0229,0.07,0.0,0.5,0.0,0.026,0.01,0.0025,0.0034,0.075,0.016,1.1,0.0,0.0203,2.88,N/A,N/A,0,Vegetarian,Day 7,Supper - Pickled Tofu
8 pieces french toast sticks,589.33,10.4,30.75,6.9143,16.4701,4.4477,71.43,2.43,17.14,91.8667,3.328,32.9333,150.8,192.4,693.33,0.884,0.1473,0.676,21.1467,8.6667,0,0,1.5253,25.1333,0.4923,0.3033,4.4633,0.0919,317.2,0.0,0.5824,24.0933,0.2513,N/A,0.0,Fast Food,Day 4,Breakfast - French Toast Sticks
300 ml orange juice,141.51,2.2,0.63,0.0755,0.1132,0.1258,32.7,0.63,26.42,34.5912,0.6289,34.5912,53.4591,628.9308,3.14,0.1572,0.1384,0.044,0.3145,628.9308,157.2327,0,0.1258,0.3145,0.283,0.0943,1.2579,0.1258,94.3396,0.0,0.5975,19.4969,N/A,N/A,0.0,Fast Food,Day 4,Breakfast - French Toast Sticks
300 ml caramel latte,156.02,7.43,4.14,2.5689,1.177,0.1852,22.66,0.0,11.47,272.3284,0.1607,59.7632,214.7107,387.0272,115.66,0.8683,0.0366,0.0235,4.9468,432.642,2.196,84.8318,0.0038,0.0376,0.0852,0.4356,2.1482,0.0962,10.9799,0.8059,0.7231,0.9773,0,N/A,16.97,Fast Food,Day 4,Snack
1 small apple fritter,169.53,2.73,9.79,1.024,2.2704,5.9364,19.3,1.72,8.95,64.9517,0.6319,20.3391,83.7742,99.7655,204.84,0.4438,0.0649,0.5042,9.2696,65.3655,1.4123,9,0.9569,17.6669,0.0735,0.074,0.6397,0.0749,8.2868,0.0911,0.213,19.5339,0.5215,0.0001,19.58,Fast Food,Day 4,Snack
1 fish fillet sandwich,373.86,15.09,19.62,3.7962,5.3667,7.9757,35.36,1.07,4.92,160.8,2.0904,36.18,183.58,294.8,581.56,0.7772,0.0884,0.3511,64.856,135.34,2.01,49.58,1.34,10.586,0.335,0.3082,3.0954,0.0804,58.96,0.7906,0.3216,43.684,0.8228,0,49.58,Fast Food,Day 4,Lunch - Fish Fillet Sandwich with Coleslaw
1 cup coleslaw,348.21,1.93,25.8,4.1807,5.6546,15.1395,27.05,4.16,20.89,74.46,0.657,21.9,54.75,335.07,483.99,0.3942,0.0394,0.3241,4.161,2181.24,30.003,0,1.752,173.01,0.0635,0.127,0.6154,0.2606,54.75,0.0,0.565,17.958,1.833,0,17.52,Fast Food,Day 4,Lunch - Fish Fillet Sandwich with Coleslaw
1.5 grilled cheese sandwich,548.65,17.6,34.32,19.8601,8.8559,2.4822,42.62,2.03,8.16,969.9075,3.2725,38.4656,581.9775,277.8975,1329.01,1.9161,0.0991,0.4322,26.9188,1326.9984,0,163.17,1.1879,3.5927,0.426,0.4572,3.701,0.144,95.2284,0.9938,0.7171,37.5049,0.2583,0.0013,94.89,Fast Food,Day 4,Supper - Grilled Cheese with Tomato Soup
2 cups tomato soup,169.57,3.49,1.05,0.0,0.0,0.0,36.35,2.63,19.66,38.5232,1.4091,35.9281,74.0379,1342.2349,910.36,0.4548,0.1443,0.3296,7.165,771.4268,11.4639,0,0,0,0.1003,0.0359,2.0492,0,0.0,0.0,0,0,N/A,N/A,0.0,Fast Food,Day 4,Supper - Grilled Cheese with Tomato Soup
1 ham egg cheese sandwich,403.79,24.39,20.5,8.9747,7.0914,2.668,29.11,2.08,4.34,403.535,3.5441,37.5646,414.485,361.565,1269.9,2.3,0.1484,0.6057,43.2333,685.8942,2.24,116.55,1.0289,1.2501,0.6481,0.568,4.0959,0.3491,89.6619,1.0608,1.4725,226.0991,0.1403,0.001,266.79,Fast Food,Day 5,"Breakfast - Ham, Egg, and Cheese Sandwich"
300 ml apple juice,144.65,0.31,0.41,0.0692,0.0189,0.1226,35.53,0.63,30.25,25.1572,0.3774,15.7233,22.0126,317.6101,12.58,0.0629,0.0377,0.2327,0.3145,3.1447,121.0692,0,0.0315,0,0.066,0.0535,0.2296,0.0566,0.0,0.0,0.1541,5.6604,N/A,N/A,0.0,Fast Food,Day 5,"Breakfast - Ham, Egg, and Cheese Sandwich"
latte grande,192.53,12.86,7.16,4.4438,2.0396,0.3131,19.21,0.0,0.0,471.534,0.2575,96.81,371.469,660.555,199.04,1.4984,0.0578,0.0357,8.4525,749.7,3.7884,147,0.0057,0.0567,0.1476,0.7361,3.2831,0.1665,18.942,1.3965,1.2507,1.4742,0,N/A,29.4,Fast Food,Day 5,Snack
1 medium chocolate chip cookie,147.6,1.53,7.42,2.4273,1.8816,2.5251,19.61,0.6,9.87,6.3,1.674,12.3,32.7,51.3,93.3,0.216,0.0969,0.186,1.17,0.3,0,0,0.603,10.11,0.0876,0.0891,0.7995,0.0174,21.6,0.009,N/A,3.15,0.2526,0.0015,0.0,Fast Food,Day 5,Snack
1 bacon cheeseburger,595.02,33.3,33.46,12.9259,11.451,1.4179,39.86,2.74,9.77,289.07,4.3677,48.53,381.91,502.18,1422.14,5.6337,0.2152,0.3503,7.174,N/A,1.477,N/A,N/A,N/A,0.3671,0.7343,8.9316,0.5106,103.39,2.6375,0.7469,N/A,N/A,N/A,105.5,Fast Food,Day 5,Lunch - Bacon Cheeseburger
2 mozzarella sticks,201.5,9.15,11.36,4.2458,2.6834,3.0888,15.59,1.24,1.46,207.08,0.3844,13.02,197.16,66.96,533.82,1.2834,0.0409,0.1823,11.718,226.92,0,4.34,0.4774,14.198,0.0639,0.1618,0.4842,0.0459,16.12,0.5952,0.2573,6.138,0.3336,0.0006,22.32,Fast Food,Day 5,Supper - Mozzarella Sticks and Beef Tacos
2 beef tacos,586.92,33.66,28.97,12.0225,11.3337,3.224,48.03,4.02,6.41,310.88,4.958,72.36,460.96,653.92,1364.12,5.762,0.2653,0.7209,51.724,670,N/A,N/A,2.1976,N/A,0.4342,0.6646,7.0484,0.3645,101.84,3.2696,1.2462,N/A,0.2144,0,91.12,Fast Food,Day 5,Supper - Mozzarella Sticks and Beef Tacos
